id,url,paper_name,headline,article,publication_date,scraped_at
89,https://www.thedailystar.net/star-multimedia/sports-multimedia/news/closer-look-the-frontrunners-the-euro-2024-title-3634516,thedailystar,A closer look at the frontrunners for the Euro 2024 title,"The previous edition, EURO 2020, which was postponed to 2021 due to the pandemic, saw Italy triumph over England at Wembley. Ahead of this highly anticipated tournament, The Daily Star's sports podcast Pitch Perfect delves into the month-long football extravaganza in its latest episode, examining the main competitors for the prestigious silverware. Tune in and prepare for a spectacular football feast! *Euro 2024 will be the 17th edition of the competition and only the second occasion that the tournament will be hosted by Germany after the major event was played in West Germany in 1988. *Italy's triumph in the 2020 edition – their second European Championship - meant the Azzurri became the fourth side to have won the competition more than once after Germany (3), Spain (3), and France (2). *Ten nations have won Europe's most elite international prize. Russia (as the Soviet Union) won the inaugural edition in 1960 beating Yugoslavia 2-1 in the final. Interestingly, the highest-scoring game in the history of the tournament – a nine-goal thriller - also came in this edition in France as Yugoslavia beat the hosts 5-4 in the tournament opener. *Spain became the first team to win consecutive European Championships, in 2008 and 2012 respectively and won the 2010 World Cup in between which made them also the first side to win three international tournaments in a row. *Only on three occasions has a host nation gone on to win the title, with the latest side in that regard being France back in 1984. Spain (in 1964) and Italy (in 1968) are the other two sides to have triumphed on home soil. *Netherlands hold the record for netting the most number of goals in a match. As joint hosts in the 2000 edition, Netherlands thrashed Yugoslavia 6-1 which remains the only time a team has scored six in a European Championship game. *The European Championship has seen 22 penalty shootouts overall. The first shootout took place in the 1976 final between Czechoslovakia and West Germany. It included one of the most iconic penalties ever scored as Antonín Panenka disguised a delicate chipped effort into the goal to secure Czechoslovakia the title. *Cristiano Ronaldo tops the all-time scoring charts in European Championship history with 14 goals, five clear of second-placed Michel Platini. Ronaldo's goals have come across five different editions while Platini scored all of his nine goals in France's title-winning 1984 edition. Platini holds the record for most goals in a single edition. *Ronaldo also holds the record for most appearances in Euros with 25 in total. *Austria's Ivica Vastic became the competition's oldest goal-scorer at 38 years and 257 days when he converted a penalty in stoppage-time against Poland in the 2008 edition. Cristiano Ronaldo, aged 39 and set to feature in his sixth European Championship, will be eyeing to make that record his own. *At 40 years and 86 days, former Hungary goalkeeper Gabor Kiraly, who played in the 2016 edition, became the oldest player to feature in the competition. He also garnered a lot of attention for goalkeeping wearing his grey sweatpants. 2024: ? 2021: Italy 2016: Portugal 2012: Spain 2008: Spain 2004: Greece 2000: France 1996: Germany 1992: Denmark 1988: Netherlands 1984: France 1980: West Germany 1976: Czechoslovakia 1972: West Germany 1968: Italy 1964: Spain 1960: Soviet Union",2024-06-14 13:48:00,2025-12-20 13:52:05
90,https://www.thedailystar.net/star-multimedia/news-multimedia/news/hezbollah-fires-rockets-drones-anti-tank-missiles-israel-3635281,thedailystar,"Hezbollah fires rockets, drones, anti-tank missiles into Israel","Lebanon's Hezbollah carried out massive rocket, drone, and anti-tank missile attacks on northern Israel last Friday. Earlier on Thursday, they attacked nine Israeli military sites with missiles and armed drones.",2024-06-15 19:13:00,2025-12-20 13:52:05
91,https://www.thedailystar.net/star-multimedia/news/what-happens-if-benazir-skips-acc-quizzing-again-3633001,thedailystar,What happens if Benazir skips ACC quizzing again?,The Anti-Corruption Commission (ACC) has again summoned former Inspector General of Police (IGP) Benazir Ahmed and his family members to appear before it over allegation of amassing illegal wealth. They did not appear before the ACC on June 6 defying the first notice. What if Benazir does not respond to the again? Find more on today's Star Newsplus.,2024-06-12 16:08:00,2025-12-20 13:52:05
92,https://www.thedailystar.net/star-multimedia/news-multimedia/news/us-sanctions-israeli-group-tsav-9-attacked-gaza-aid-3635436,thedailystar,US sanctions Israeli group Tsav 9 that attacked Gaza aid,"Washington on Friday imposed sanctions on an Israeli group called Tsav 9 for allegedly attacking a convoy carrying humanitarian aid to starving Palestinian civilians in Gaza, reports Reuters.",2024-06-15 22:30:00,2025-12-20 13:52:05
93,https://www.thedailystar.net/nrb/migration/news/11-migrants-dead-64-missing-after-mediterranean-shipwrecks-3636261,thedailystar,"11 migrants dead, 64 missing after Mediterranean shipwrecks","Eleven migrants died and 64 were missing on Monday after two shipwrecks off southern Italy, according to a German charity, the Italian coast guard and United Nations agencies. The German aid group RESQSHIP, which operates the Nadir rescue ship, said it picked up 51 people from a sinking wooden boat, including two who were unconscious, and found 10 bodies trapped in the lower deck of the vessel. ""Our thoughts are with their families. We are angry and sad,"" it wrote on X. RESQSHIP said the survivors were handed over to the Italian coast guard and taken ashore on Monday morning, while the Nadir was making its way to the island of Lampedusa, towing the wooden boat with the bodies of the deceased. The UN Refugee agency UNHCR, the International Organization for Migration (IOM) and UN children's agency UNICEF said in a joint statement that the migrants intercepted by the German charity came from Syria, Egypt, Pakistan and Bangladesh. The second shipwreck took place about 200 km (125 miles) east of the Italian region of Calabria, as a boat that had set off from Turkey eight days earlier caught fire and overturned, the UN agencies said. They said 64 people were missing at sea, while 11 were rescued and taken ashore to the Calabrian town of Roccella Ionica by the Italian coast guard, along with the body of a woman. The coast guard earlier said it was looking for an unspecified number of missing migrants, with the help of the EU border agency Frontex. The migrants' vessel, a sailing boat found partially sunk, was first spotted by a French boat in international waters where Italian and Greek search and rescue zones overlap, the coast guard said. The UN agencies said the migrants involved in the second shipwreck came from Iran, Syria and Iraq. They again called on EU governments to step up Mediterranean search and rescue efforts and expand legal and safe migration channels, so that migrants ""are not forced to risk their lives at sea"". According to the IOM, more than 23,500 migrants, including 749 in the year to date, have died or gone missing in the central Mediterranean since 2014, making it one the world's most dangerous migration routes. Earlier this month 11 bodies were recovered from the sea off the coast of Libya.",2024-06-18 00:05:00,2025-12-20 13:52:10
94,https://www.thedailystar.net/star-multimedia/news-multimedia/news/india-surpasses-pakistan-nuclear-arsenal-3636571,thedailystar,India surpasses Pakistan in nuclear arsenal,"A Swedish organization has claimed that India has more nuclear weapons than Pakistan. According to the Stockholm International Peace Research Institute, India had a total of 172 nuclear weapons as of January 2024 and Pakistan had 170 in its arsenal. NDTV said on Tuesday that the information was releaved in a report published by SIPRI on Tuesday.",2024-06-18 21:00:00,2025-12-20 13:52:10
95,https://www.thedailystar.net/environment/climate-crisis/natural-disaster/news/more-rains-threaten-worsen-situation-3636866,thedailystar,More rains threaten to worsen situation,"More downpour is threatening to worsen the flood situation in Sylhet, Sunamganj and Moulvibazar which has caused immense suffering to over a million people. With continuous rain submerging more villages and towns, thousands have sought refuge in flood shelters. In Sylhet and Sunamganj districts, about 1.25 million people have been affected by the flood. In Sylhet, low-lying areas of the city and all 13 upazilas are flooded, stranding over 675,000 people. In Sunamganj, another 560,000 people are affected. Of those marooned, 17,825 in Sylhet and 12,500 in Sunamganj have moved to shelters provided by the administration. In Moulvibazar district, severe floods have stranded residents in 432 villages, affecting 193,990 people. At 9:00am today, according to Bangladesh Water Development Board (BWDB), the Surma River was flowing 91cm above the danger level in Sylhet's Kanaighat, down from 122 cm yesterday. In Chatak upazila of Sunamganj, the river was above 146 cm of the danger level, reduced from 158 cm yesterday evening. Despite these reductions, the Surma remains above danger levels in Sylhet city (37 cm), Sunamganj town (40 cm), and Dirai in Sunamganj (16 cm). According to BWDB, the Kushiyara was flowing 46cm above the danger level at Amalshid point in Zakiganj, 92cm in Fenchuganj, and 12cm in Sherpur. The Gowain River was flowing 9cm above the danger mark at Gowainghat upazila in Sylhet. According to the Meteorological Department, Sunamganj city recorded 100mm of rainfall in the last 24 hours. Laudergarh in Sunamganj's Tahirpur received 78 mm, Chaatak 84 mm, and Dirai in Tahirpur upazila 77 mm. In the same period, Sylhet city recorded 94 mm of rainfall, Kanaighat 77 mm, and Sherpur 75 mm. The Meteorological Department today issued a warning for heavy rainfall in Sylhet for the next 72 hours. Shahinul Islam, a meteorologist at the Met Office in Dhaka, warned of heavy (44-88 mm) to very heavy (more than 89 mm) rainfall in the Sylhet division, along with possible landslides. Deputy Commissioner of Sunamganj Mohammad Rashed Iqbal Chowdhury said, ""Due to less upstream rain, Surma River's water level has decreased a little. As a result, flood water in the city has receded. However, the rain forecast doesn't bear good news. We are monitoring the situation round the clock"". Sheikh Russel Hasan, the deputy commissioner of Sylhet, said, ""The Bangladesh Army has been protecting Sylhet's Baraikandi power substation from flooding since last night. The situation isn't critical yet, but the army remains prepared."" In Moulavibazar, continuous rain since Monday has inundated the lower areas of seven upazilas including Sadar and Rajnagar. The district administration reported that 37 of the 72 unions in Moulvibazar are affected by floods. Ninety-eight shelters have opened to accommodate displaced residents. ""Our house is floating on knee-deep water. Better preparedness after the 2022 floods could have prevented this suffering,"" said Mifta Mia, a resident of Mahila College Road, Kulaura. The greater Hakaluki Haor area, spanning Kulaura, Juri, and Barlekha upazilas, has been flooded too. Heavy rainfall has also caused flooding in the low-lying areas of Srimangal and Kamalganj upazilas. Shahajan Mia, a resident of Hamrekona village in Khalilpur Union, shared his plight. ""We couldn't even perform the Eid prayer, sacrifice properly. The water is rising. We don't know when this suffering will be over,"" he said. Moulvibazar Sadar Upazila Nirbahi Officer (UNO) Nasrin Chowdhury urged residents to move to shelters. ""All educational institutions have been declared as shelters,"" she said. Deputy Commissioner of Moulvibazar, Urme Binte Salam, said, ""As more rain is feared, we have prepared all necessary measures. A committee comprising UNOs from each upazila has been formed to monitor the situation closely.""",2024-06-19 16:12:00,2025-12-20 13:52:10
96,https://www.thedailystar.net/star-multimedia/news/football-academy-produces-intl-standard-players-3636901,thedailystar,A football academy that produces int'l standard players,"Defying neglect and limited opportunities, players of Burigoalini Basic Football Academy dream of representing Bangladesh team. On an average, the academy trains more than 80 players each year. Sathi Munda, a member of Bangladesh's historic SAFF winning under-16 team, emerged from this academy in Satkhira. In today's Inside Bangladesh, let's know about the academy and it's organisers.",2024-06-19 17:01:00,2025-12-20 13:52:10
97,https://www.thedailystar.net/star-multimedia/news-multimedia/news/eliminating-hamas-impossible-israeli-army-spokesperson-3637616,thedailystar,Eliminating Hamas impossible: Israeli army spokesperson,"Israel Defense Forces (IDF) Chief Spokesman Daniel Hagari has stated that it is impossible to eliminate Hamas. ""Hamas is an ideology, we cannot eliminate an ideology,"" Hagari told Israel's Channel 13 broadcaster. His comments were quickly rebuffed by the office of Israeli Prime Minister Benjamin Netanyahu, whose cabinet has stated its Gaza offensive will not end until Hamas is defeated.",2024-06-20 18:20:00,2025-12-20 13:52:14
98,https://www.thedailystar.net/star-multimedia/news-multimedia/news/businessman-shot-not-paying-extortion-narsingdi-3626696,thedailystar,Businessman shot for not paying up extortion in Narsingdi,"In Narsingdi, a youth opened fire targeting a businessman at Bhelanagar Jail intersection in Sadar upazila. No one was shot or injured in the incident. It was alleged that the young man opened fire because the businessman did not pay up extortion money. The incident took place in front of Messrs Molla Traders on the ground floor of NRBC Bank building at Jail intersection around 5:30pm on Monday.",2024-06-04 19:29:00,2025-12-20 13:52:14
99,https://www.thedailystar.net/news/bangladesh/crime-justice/news/graft-allegations-benazir-unlikely-appear-acc-june-6-3626681,thedailystar,Graft allegations: Benazir unlikely to appear before ACC on June 6,"As no response came from former inspector general of police (IGP) Benazir Ahmed's side to the Anti-Corruption Commission's (ACC) , it is unlikely that he would appear before it, said sources. Although the ACC sent the summons notice to his Gulshan residence last week, no one from Benazir's family received the letter. Till today, the notice was at the guardroom of their Gulshan residence amid speculations that the ex-cop and his family have left the country. On May 28, the ACC issued a notice to Benazir Ahmed and his family for interrogation over the allegations that he amassed illegal wealth through corruption. According to the notice, Benazir Ahmed was summoned on June 6, his wife Zeeshan Mirza and two daughters on June 9. Sources said, considering the current development, it is unlikely that Benazir Ahmed will appear before the ACC for questioning on Thursday. Benazir's lawyers did not provide any information about the whereabouts of the former IGP and his family. They have also refrained from commenting on whether he will appear before the ACC. Sources at immigration police confirmed to The Daily Star that Benazir Ahmed and her family members left for Singapore on a Singapore Airlines flight at night on May 4. A reliable source close to Benazir said that Benazir went to Singapore with some medical papers of his wife. However, he did not confirm whether Benazir Ahmed is currently in Singapore or any other country. Moreover, it is uncertain how the corruption charges against Benazir will proceed as he is not in the country. Asked what will happen if Benazir does not appear before the ACC, ACC Chairman Mohammad Moinuddin Abdullah told The Daily Star, ""We have requested him (Benazir) to submit a statement on the corruption allegations raised against him. He is expected to come and speak on his behalf – that is what we are hoping for."" ""We don't really know where he is right now. We have not issued any travel ban against him or any of his family members,"" he added. ""The investigation team is probing allegations of corruption against Benazir Ahmed. If they think they need to summon him again to get his statement, they can do so. The investigation committee is completely independent.""",2024-06-04 19:16:00,2025-12-20 13:52:14
100,https://www.thedailystar.net/star-multimedia/business-multimedia/news/whats-the-budget-why-it-important-you-know-the-budget-3627556,thedailystar,What's the budget? Why is it important for you to know the budget?,"In today's Star Explains, we will know why and how the national budget affects the life of every person in the country.",2024-06-05 20:55:00,2025-12-20 13:52:14
101,https://www.thedailystar.net/star-multimedia/news-multimedia/news/whats-the-new-crawling-peg-method-determine-value-the-dollar-3627576,thedailystar,What's the new crawling peg method to determine value of the dollar?,"The crawling peg is a system of exchange rate adjustments in which a currency with a fixed exchange rate is allowed to fluctuate within a band of rates. Bangladesh Bank introduced the system to coordinate increase in the value of dollar and devaluation of the value of the taka with the dollar rate in the country's market. So, how does this method work? Who will be benefitted and who will suffer? Find out the answers to all these questions in Star Explains today.",2024-06-05 21:07:00,2025-12-20 13:52:14
102,https://www.thedailystar.net/news/world/israels-attack-on-palestine/news/no-progress-ceasefire-talks-israel-attacks-parts-gaza-3629411,thedailystar,"No progress in ceasefire talks, Israel attacks parts of Gaza",Today marks the ninth month of the conflict in Gaza. Israel has stepped up its attacks on Gaza since the beginning of the ninth month. Israel also bombed another refugee camp in Gaza on Friday after a deadly attack on a UN-run school. This information was reported by AFP on Friday.,2024-06-07 21:00:00,2025-12-20 13:52:16
103,https://www.thedailystar.net/star-multimedia/news-multimedia/news/tensions-lebanon-israel-border-civilians-being-evacuated-3629431,thedailystar,Tensions on Lebanon-Israel border: Civilians being evacuated,"Tensions are rising between Israel and the Lebanese organisation Hezbollah. According to a report by Al Jazeera, analysts say Israel is threatening an all-out war against Hezbollah, which could be disastrous for both countries.",2024-06-07 22:27:00,2025-12-20 13:52:16
104,https://www.thedailystar.net/star-multimedia/news-multimedia/news/mp-azims-daughter-doreen-heading-kolkata-dna-test-3630811,thedailystar,MP Azim's daughter Doreen heading to Kolkata for DNA test,"Bones of MP Anar were found in canals of 24 Parganas, claims the Crime Investigation Department of Kolkata Police. Watch today's Newsbytes to find out more",2024-06-09 22:45:00,2025-12-20 13:52:16
105,https://www.thedailystar.net/news/bangladesh/crime-justice/news/mp-azim-murder-al-leader-babu-secretly-met-one-the-killers-3630901,thedailystar,MP Azim Murder: AL leader Babu secretly met one of the killers,"An Awami League leader of Jhenidah met one of the killers of lawmaker Anwarul Azim Anar to learn about the details of the abduction and murder, police said. Kazi Kamal Ahmed Babu, the relief and social welfare affairs secretary of Jhenidah AL, on May 17 met with Amanullah inside a vehicle by Dhaka-Bhanga expressway in Faridpur and viewed photos of the crime scene, and they talked about how much money had changed hands over the assassination. This was mentioned in a report on the progress of the investigation police submitted to a Dhaka court yesterday. Babu, known in his hometown as Babu, also had a WhatsApp conversation with Amanullah, who goes by the alias Shimul Bhuiyan, around 10:30pm the previous day, said the report by Senior Assistant Commissioner (DB) Mahfuzur Rahman, who is investigating the case. Police arrested Babu in the capital's Sayedabad area on Saturday, taking the number of arrestees in the case to four. A court yesterday placed him on a 7-day remand. Babu is also a cousin of Aktaruzzaman, one of the masterminds behind the murder. Amanullah earlier admitted before a court that he was the coordinator among the people who took part in the killing of the Jhenaidah-4 lawmaker. A top officer of DB, requesting anonymity, said, ""Babu deleted most of the online conversation he had with Aktaruzzaman and Amanullah. We have evidence suggesting that he was involved with the planning of the abduction and murder."" Three other arrestees, Celesty Rahman, Amanullah, and Tanvir Bhuiyan, have made confessional statements and are in jail. West Bengal CID arrested Jihad Howlader and Siam Hossain. But Aktaruzzaman, who used to run a gold and narcotics smuggling racket with Azim, is believed to be in the US. Azim went to Kolkata on May 12 and stayed at his friend Gopal Biswas' house for a night. He left the following day, saying that he would visit a doctor. On May 22, India and Bangladesh police said the lawmaker was murdered. Meanwhile, the West Bengal CID yesterday recovered bones, suspected to be of the lawmaker, from the bank of a canal in the Kashipur area of South 24 Parganas district. The recovery was made after CID officers interrogated Siam, who is now on a 14-day remand. Siam was brought to Kolkata after he was arrested in Nepal. ""We have recovered some bones. Prima facie, it appears to be human bones. We are sending them for forensic analysis,"" said A K Chaturvedi, inspector general of police (IG), West Bengal CID. ""The bones appear to be that of the human rib cage and arms. The skull was yet to be recovered."" West Bengal CID officials said that the spot from where the bones were recovered on the bank of the canal is about 15km away from the New Town apartment where the MP was killed and his body was dismembered. ""We have been searching this area for over two weeks based on the information provided by another accused Jihad Hawaldar, a butcher, arrested on May 23. Siam gave the specific location during interrogation,"" said another CID officer. Earlier on May 28, some remains were recovered from a septic tank of the New Town apartment.",2024-06-10 00:00:00,2025-12-20 13:52:20
106,https://www.thedailystar.net/star-multimedia/sports-multimedia/news/can-bangladesh-make-it-the-super-8s-the-t20-world-cup-3630936,thedailystar,Can Bangladesh make it to the Super 8s of the T20 World Cup?,"*Bangladesh possess a very bleak record against South Africa in T20Is as the Tigers are yet to win a game against the Proteas. The Tigers lost all eight of their encounters. *Bangladesh have faced South Africa three times in T20 World Cups, suffering convincing defeats each time. *Bangladesh's 104-run defeat against South Africa in Sydney in the 2022 T20 World Cup is their biggest margin of defeat in the tournament. *Bangladesh opener Soumya Sarkar faces the challenge of not achieving the record of registering the most ducks in T20Is. With 13 ducks in 83 innings, Soumya is now tied at the top of the unwanted list with Ireland's Paul Stirling, who also managed the same number of ducks in 143 innings.",2024-06-09 23:54:00,2025-12-20 13:52:20
107,https://www.thedailystar.net/star-multimedia/sports-multimedia/news/was-bangladesh-deprived-4-runs-what-the-icc-law-3632741,thedailystar,"Was Bangladesh deprived of 4 runs, what is in the ICC law?","After losing by four runs, the debate is not just stuck in the boundaries of Bangladesh. This rule is being discussed in the cricket world. If the umpire had informed the decision late in this case, would Bangladesh get runs?",2024-06-11 22:11:00,2025-12-20 13:52:20
108,https://www.thedailystar.net/star-multimedia/news-multimedia/news/issues-be-discussed-hasina-modi-summit-3638506,thedailystar,Issues to be discussed in Hasina-Modi summit,"Prime Minister Sheikh Hasina is on her second visit to India within two weeks. Watch Star Newsplus to know what other issues will be discussed in this visit besides the Teesta water-sharing agreement, border killings, and expansion of trade.",2024-06-22 00:26:00,2025-12-20 13:52:20
109,https://www.thedailystar.net/news/bangladesh/diplomacy/news/indias-mea-details-outcomes-hasina-modi-summit-3639166,thedailystar,India's MEA details outcomes of Hasina-Modi summit,"Bangladesh and India today agreed to work for the conservation and management of the Teesta river inside Bangladesh with Indian assistance within a mutually agreed timeframe and remain engaged to formulate the framework for interim water-sharing based on the recommendations of the Joint Rivers Commission. This was contained in a 14-paragraph document called ""Shared Vision for Future: Enhancing Connectivity, Commerce and Collaboration for Shared Prosperity"" issued after talks between Prime Ministers Sheikh Hasina and Narendra Modi in New Delhi, reports our New Delhi correspondent. ""Recognising the importance of water resource management in our bilateral relationship, we will continue to engage in prioritising the exchange of data and formulating the framework for interim water sharing based on the recommendations of the Joint Rivers Commission,"" according to the document. It said the two countries welcomed the formation of a Joint Technical Committee to initiate discussions for renewal of the Ganges Water Sharing Treaty of 1996 and, as part of development cooperation. The document said as part of sub-regional connectivity initiatives, India will extend transit facilities for the movement of Bangladesh goods to Nepal and Bhutan through the railway network. The two countries decided to commence goods-train service from Gede-Darshana through Chilahati-Haldibari up to Hasimara via Dalgaon railhead (as and when operationalised) at the India-Bhutan border. As part of sub-regional connectivity initiatives, India will extend transit facilities for the movement of Bangladesh goods to Nepal and Bhutan through the railway network. We are committed to the early operationalisation of the BBIN Motor Vehicle Agreement to promote sub-regional connectivity. The two countries today signed a new MoU on railway connectivity as well as the decision to commence goods-train service from Gede-Darshana through Chilahati-Haldibari up to Hasimara via Dalgaon railhead (as and when operationalised) at India-Bhutan border. Bangladesh and India resolved to continue to expand their power and energy collaboration and together develop intra-regional electricity trade, including competitively-priced power generated from clean energy projects in India, Nepal, and Bhutan, through the Indian electricity grid. To this end, the two countries decided to expedite the construction of a 765kV high-capacity interconnection between Katihar-Parbatipur-Bornagar with Indian funding to act as the anchor for grid connectivity. The document said that based on availability and to the best of its abilities, India will support Bangladesh with the supply of essential commodities. Appreciating the significant role of the two countries in ensuring peace, stability and harmony in the region, Bangladesh and India decided to strengthen bilateral defence cooperation with a long-term perspective. ""In line with the plans for the modernization of the Bangladesh Armed Forces, we will explore defence industrial cooperation for modernisation of the Armed Forces of Bangladesh, to strengthen their capability for defence. We will continue to work closely with Bangladesh for our multifaceted military engagements of exercises, training and capability development,"" said the document. In their wide-ranging discussions, Hasina and Modi ""recognised that the India-Bangladesh partnership, which is founded on deep historical, linguistic, cultural, and economic linkages has strengthened in the last decade inspired by the spirit of their shared sacrifices of 1971 and guided by their new aspirations of the 21st century. ""This is reflective of an all-encompassing partnership that transcends a strategic partnership, built upon shared values and interests, equality, trust and understanding and rooted in mutual sensitivity to each other's aspirations and concerns,"" it said. ""To realize the immense potential of this extra-ordinary relationship and to turn it into a transformational partnership for mutual benefits and prosperity of their people and the entire region, the two leaders have jointly articulated their following Shared Vision for peace, prosperity and development of the two neighbours and the entire region, driven by connectivity, commerce and collaboration,"" according to the document. It said the two countries shared the conviction that ""our progress and prosperity are interlinked and reaffirm our mutual desire to guide India-Bangladesh ties to a new era of future-oriented partnership, for which we recognise each other as indispensable partners in realizing our respective national development visions of 'Viksit Bharat 2047' and 'Smart Bangladesh Vision 2041'."" As a close and valued neighbour with rapidly growing capabilities, Bangladesh is at the converging point of India's ""Neighbourhood First"" policy, ""Act East"" policy, SAGAR (Security and Growth) doctrine and the Indo-Pacific vision and an indispensable partner in the development of India's northeastern region, read the document. ""On the other hand, Bangladesh values its relationship with India as the closest and friendly neighbour. Bangladesh considers India as an important partner in the pursuit of its Neighborhood Foreign Policy for ensuring shared peace and prosperity,"" said the document. The two countries vowed to ""pursue a transformative partnership that advances the shared interests in promoting multi-faceted connectivity for both our countries as well as the entire region by transforming our geographical proximity into new economic opportunities."" ""This will include connectivity in its broadest form – physical connectivity covering multi-modal transport and cross-border trade and transit infrastructure for seamless cross-border movement of people, goods and services, as well as energy connectivity and digital connectivity,"" as per the document. It said that ""underlining the pivotal role played by emerging technologies to build inclusive, sustainable and digitally empowered societies and to bring larger benefits to people of both the countries, Bangladesh and India are forging a new paradigm for future-oriented partnership through a 'Shared Vision for India-Bangladesh Digital Partnership' and 'Shared Vision for India-Bangladesh Green Partnership for a Sustainable Future'."" ""These will build a transformative collaboration between India and Bangladesh by leveraging green and digital technologies to foster economic growth, sustainable and climate-resilient development, environmental conservation, cross-border digital interchange and regional prosperity,"" said the document. The two countries agreed to collaborate on frontier technologies, including civil nuclear, oceanography, and space technology. ""To this end, we will partner in joint development of a small satellite for Bangladesh and its launch using an Indian launch vehicle,"" it said. Resolving to work towards promoting the prosperity of the people of the two countries, Bangladesh and India agreed to strengthen trade and investment linkages with each other, including through early commencement of negotiations for a Comprehensive Economic Partnership Agreement (CEPA), early operationalization of two Special Economic Zones (SEZs) offered by Bangladesh to India in Mongla and Mirsharai, opening of new border-haats, trade facilitation to enhance bilateral trade, improving road, rail, air, and maritime connectivity and trade infrastructure. ""We will also encourage and support our private sector to seek new investment opportunities in each other's priority areas of economic development."" The two countries also decided to conclude a new Framework Agreement for Development Partnership, which will expand the reach of cross-border projects and programmes in line with the priorities of the people and the government of Bangladesh and the long-term vision of closer connectivity. ""We will work together to expand our capacity building programme for civil services, judicial officers, police and other specialized services of Bangladesh,"" it added. Recognising the shared cultural and historical heritage and vibrant people-to-people ties, the two countries decided to nurture existing linkages by promoting exchanges of Muktijoddhas, scholars, academics, artistes, tourists, students and youth. India will further raise the level of its support to Muktijoddhas and their families with new programmes for medical and educational support. Recognising the contribution of Bangladesh-India partnership to peace, security and stability in the region, the two countries reiterated their commitment to a free, open, inclusive, secure, and rules-based Indo-Pacific region. Recognising the vulnerability of the region to adverse impacts of climate change, the two countries decided to jointly lead the ""Disaster Risk Reduction and Management"" pillar of the Indo-Pacific Oceans Initiative (IPOI) and cooperate to mitigate disaster risks, build disaster-resilient infrastructure, and contribute to the sustenance of our shared maritime region. The document said Bangladesh and India, with their wide-ranging bilateral cooperation, envision the relationship to become a major anchor for regional and sub-regional integration under BIMSTEC, SAARC and Indian Ocean Regional architectures. ""We will work together on global platforms to promote our common interests, especially the interests of Global South,"" it added. The document said there was a need for Bangladesh and India to take their ties to a deeper and higher quality level based on mutual trust and benefit in the coming days.",2024-06-22 23:55:00,2025-12-20 13:52:24
110,https://www.thedailystar.net/star-multimedia/news-multimedia/news/houthi-sinks-ship-anchored-israeli-port-3639676,thedailystar,Houthi sinks ship anchored in Israeli port,"Yemen's armed Houthi rebels attacked a Liberian-flagged commercial vessel on Friday for using Israeli ports. In a report published by Al-Jazeera, Houthi military spokesman Yahya Sari released an statement in which he claimed that the ship was damaged in a ballistic missile attack in the Arabian Sea.",2024-06-23 18:20:00,2025-12-20 13:52:25
111,https://www.thedailystar.net/star-multimedia/news-multimedia/news/netanyahu-govt-peril-wounded-israeli-soldiers-3639051,thedailystar,Netanyahu govt in peril with wounded Israeli soldiers,"In the last 9 months, Hamas has not only paid the price for the war with Israel, but the Netanyahu government has also been facing a great challenge in terms of maintaining and rehabilitating wounded and deceased Israeli soldiers. According to Israel's Channel 7, the number of severely wounded Israeli soldiers has surpassed 70,000, with 8,663 wounded since the beginning of the war in Gaza on October 7.",2024-06-22 20:57:00,2025-12-20 13:52:25
112,https://www.thedailystar.net/star-multimedia/news-multimedia/news/viral-video-wounded-palestinian-man-tied-israeli-military-vehicle-3639671,thedailystar,Viral video: Wounded Palestinian man tied to Israeli military vehicle,An injured man is seen on the bonnet of an Israeli military vehicle in the Palestinian West Bank city of Jenin in a video that went viral on social media.,2024-06-23 18:30:00,2025-12-20 13:52:25
113,https://www.thedailystar.net/star-multimedia/news-multimedia/news/7400-israeli-hezbollah-retaliatory-strikes-world-the-brink-another-war-3643551,thedailystar,"7,400 Israeli-Hezbollah retaliatory strikes: World on the brink of another war?","Tensions between Israel and Hezbollah are rising. Al Jazeera says there have been 7,400 counter-attacks in the last nine months. However, the number of Israeli attacks is several times higher than Hezbollah. Hezbollah is not far behind in attacking important installations. Twenty-one Israelis were killed in 1,258 attacks. They also attacked important Israeli military installations",2024-06-27 22:08:00,2025-12-20 13:52:25
114,https://www.thedailystar.net/star-multimedia/news-multimedia/news/hotel-cancels-booking-israeli-tourist-japan-3644146,thedailystar,Hotel cancels booking of Israeli tourist in Japan,"Hotel Material in Kyoto, Japan, cancelled an advance booking of an Israeli tourist. The hotel authorities have mentioned the involvement of 'war crimes' as the reason. Local officials have criticised the hotel's initiative. They said it violated policy.",2024-06-28 18:40:00,2025-12-20 13:52:29
115,https://www.thedailystar.net/star-multimedia/sports-multimedia/news/brazil-or-argentina-who-has-easier-path-the-final-3648856,thedailystar,"Brazil or Argentina, who has an easier path to the final?","In the latest episode of The Daily Star's podcast Pitch Perfect, we bring you a discussion about the two South American giants and their chances of going all the way. Quarterfinals July 5 Argentina v Ecuador 7:00 am Houston July 6 Venezuela v Canada 7:00 am Arlington July 7 Colombia v Panama 4:00 am Glendale July 7 Uruguay v Brazil 7:00 am Las Vegas",2024-07-04 15:57:00,2025-12-20 13:52:29
